,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
796,687,Malamar,6,Normal,Overturning Pokémon,2,Dark,86.0,92.0,88.0,73.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
797,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock,42.0,52.0,67.0,50.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
798,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock,72.0,105.0,115.0,68.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison,50.0,60.0,60.0,30.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
800,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison,65.0,75.0,90.0,44.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
801,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,50.0,53.0,62.0,44.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
802,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,71.0,73.0,88.0,59.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
803,694,Helioptile,6,Normal,Generator Pokémon,2,Electric,44.0,38.0,33.0,70.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
804,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric,62.0,55.0,52.0,109.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
805,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock,58.0,89.0,77.0,48.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
806,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock,82.0,121.0,119.0,71.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
807,698,Amaura,6,Normal,Tundra Pokémon,2,Rock,77.0,59.0,50.0,46.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
808,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock,123.0,77.0,72.0,58.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
809,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,95.0,65.0,65.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
810,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting,78.0,92.0,75.0,118.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
811,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric,67.0,58.0,57.0,101.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
812,703,Carbink,6,Normal,Jewel Pokémon,2,Rock,50.0,50.0,150.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
813,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,45.0,50.0,35.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
814,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,68.0,75.0,53.0,60.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
815,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,90.0,100.0,70.0,80.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
816,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,57.0,80.0,91.0,75.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
817,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,43.0,70.0,48.0,38.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
818,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost,85.0,110.0,76.0,56.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
819,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,49.0,66.0,70.0,51.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
820,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,44.0,66.0,70.0,56.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
821,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,54.0,66.0,70.0,46.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
822,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,59.0,66.0,70.0,41.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
823,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,65.0,90.0,122.0,84.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,55.0,85.0,122.0,99.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,75.0,95.0,122.0,69.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,85.0,100.0,122.0,54.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,55.0,69.0,85.0,28.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
828,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,95.0,117.0,184.0,28.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
829,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying,40.0,30.0,35.0,55.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
830,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying,85.0,70.0,80.0,123.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
841,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass,68.0,55.0,55.0,42.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
842,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass,78.0,75.0,75.0,52.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
843,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass,78.0,107.0,75.0,70.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
844,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,45.0,65.0,40.0,70.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
845,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,65.0,85.0,50.0,90.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
846,727,Incineroar,7,Normal,Heel Pokémon,2,Fire,95.0,115.0,90.0,60.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
847,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,50.0,54.0,54.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
848,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,60.0,69.0,69.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
849,730,Primarina,7,Normal,Soloist Pokémon,2,Water,80.0,74.0,74.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
850,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal,35.0,75.0,30.0,65.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
851,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal,55.0,85.0,50.0,75.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
852,733,Toucannon,7,Normal,Cannon Pokémon,2,Normal,80.0,120.0,75.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
853,734,Yungoos,7,Normal,Loitering Pokémon,1,Normal,48.0,70.0,30.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
854,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,88.0,110.0,60.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
855,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,47.0,62.0,45.0,46.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
856,737,Charjabug,7,Normal,Battery Pokémon,2,Bug,57.0,82.0,95.0,36.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
857,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug,77.0,70.0,90.0,43.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
858,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,47.0,82.0,57.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
859,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting,97.0,132.0,77.0,43.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
860,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire,75.0,70.0,70.0,93.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
861,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,2,Electric,75.0,70.0,70.0,93.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
862,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,2,Psychic,75.0,70.0,70.0,93.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
863,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,2,Ghost,75.0,70.0,70.0,93.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
864,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug,40.0,45.0,40.0,84.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
865,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug,60.0,55.0,60.0,124.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
866,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,45.0,65.0,40.0,60.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
867,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,1,Rock,45.0,65.0,40.0,60.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
868,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,75.0,115.0,65.0,112.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
869,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,1,Rock,85.0,115.0,75.0,82.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
870,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,1,Rock,75.0,117.0,65.0,110.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
871,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,45.0,20.0,20.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
872,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,1,Water,45.0,140.0,130.0,30.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
873,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison,50.0,53.0,62.0,45.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
874,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison,50.0,63.0,152.0,35.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
875,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,70.0,100.0,70.0,45.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
876,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,100.0,125.0,100.0,35.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
877,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water,38.0,40.0,52.0,27.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
878,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water,68.0,70.0,92.0,42.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
879,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,40.0,55.0,35.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
880,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,70.0,105.0,90.0,45.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
881,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass,40.0,35.0,55.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
882,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass,60.0,45.0,80.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
883,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison,48.0,44.0,40.0,77.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
884,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison,68.0,64.0,60.0,117.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
885,759,Stufful,7,Normal,Flailing Pokémon,2,Normal,70.0,75.0,50.0,50.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
886,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal,120.0,125.0,80.0,60.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
887,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,42.0,30.0,38.0,32.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
888,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,52.0,40.0,48.0,62.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
889,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,72.0,120.0,98.0,72.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
890,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,51.0,52.0,90.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
891,765,Oranguru,7,Normal,Sage Pokémon,2,Normal,90.0,60.0,80.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
892,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,100.0,120.0,90.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
893,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug,25.0,35.0,40.0,80.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
894,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug,75.0,125.0,140.0,40.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
895,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost,55.0,55.0,80.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
896,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost,85.0,75.0,110.0,35.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
897,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,55.0,60.0,130.0,5.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
900,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock,60.0,60.0,100.0,60.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
901,774,Minior Core Form,7,Normal,Meteor Pokémon,2,Rock,60.0,100.0,60.0,120.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
902,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,65.0,115.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
903,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire,60.0,78.0,135.0,36.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
904,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric,65.0,98.0,63.0,96.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
905,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost,55.0,90.0,80.0,96.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
906,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,68.0,105.0,70.0,92.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
907,780,Drampa,7,Normal,Placid Pokémon,2,Normal,78.0,60.0,85.0,36.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
908,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,70.0,131.0,100.0,40.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
909,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,45.0,55.0,65.0,45.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
910,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,55.0,75.0,90.0,65.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
911,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,75.0,110.0,125.0,85.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
940,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,50.0,65.0,50.0,65.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
941,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,70.0,85.0,70.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
942,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,100.0,125.0,90.0,85.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
943,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,50.0,71.0,40.0,69.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
944,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,65.0,86.0,60.0,94.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
945,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,80.0,116.0,75.0,119.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
946,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,50.0,40.0,40.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
947,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,65.0,60.0,55.0,90.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
948,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,70.0,85.0,65.0,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
